id	testset_translation_id	evaluator	score	date_created
63	63	POJ-Standard-BLEU	0	20231010
64	64	POJ-Standard-BLEU	9.41838229563723e-232	20231010
65	65	POJ-Standard-BLEU	4.23644719023192e-232	20231010
66	66	POJ-Standard-BLEU	1.09190008030631e-231	20231010
67	67	POJ-Standard-BLEU	1.03099644938563e-231	20231010
68	68	POJ-Standard-BLEU	1.16404698675137e-231	20231010
69	69	POJ-Standard-BLEU	1.04231533994064e-231	20231010
70	70	POJ-Standard-BLEU	0	20231010
71	71	POJ-Standard-BLEU	5.12045806807479e-232	20231010
72	72	POJ-Standard-BLEU	9.36314013433043e-232	20231010
73	73	POJ-Standard-BLEU	1.26270761380806e-231	20231010
74	74	POJ-Standard-BLEU	9.50440384721771e-232	20231010
75	75	POJ-Standard-BLEU	1.05183518952463e-231	20231010
76	76	POJ-Standard-BLEU	1.38429295884227e-231	20231010
77	77	POJ-Standard-BLEU	0	20231010
78	78	POJ-Standard-BLEU	9.21914960567785e-232	20231010
79	79	POJ-Standard-BLEU	1.16404698675137e-231	20231010
80	80	POJ-Standard-BLEU	8.56189422708974e-232	20231010
81	81	POJ-Standard-BLEU	1.05676195284075e-231	20231010
82	82	POJ-Standard-BLEU	9.10915994722721e-232	20231010
83	83	POJ-Standard-BLEU	1.17108082333399e-231	20231010
84	84	POJ-Standard-BLEU	0	20231010
85	85	POJ-Standard-BLEU	1.05183518952463e-231	20231010
86	86	POJ-Standard-BLEU	9.21914960567785e-232	20231010
87	87	POJ-Standard-BLEU	0	20231010
88	88	POJ-Standard-BLEU	8.06798322521923e-232	20231010
89	89	POJ-Standard-BLEU	9.65701126654974e-232	20231010
90	90	POJ-Standard-BLEU	9.97486269044271e-232	20231010
91	91	POJ-Standard-BLEU	6.58046154941012e-232	20231010
92	92	POJ-Standard-BLEU	8.16672684239562e-232	20231010
93	93	POJ-Standard-BLEU	8.79637767821558e-232	20231010
94	94	POJ-Standard-BLEU	0	20231010
95	95	POJ-Standard-BLEU	7.64497190642755e-232	20231010
96	96	POJ-Standard-BLEU	1.0244914152189e-231	20231010
97	97	POJ-Standard-BLEU	0	20231010
98	98	POJ-Standard-BLEU	1.08326778209409e-231	20231010
99	99	POJ-Standard-BLEU	1.09190008030631e-231	20231010
100	100	POJ-Standard-BLEU	1.04231533994064e-231	20231010
101	101	POJ-Standard-BLEU	0	20231010
102	102	POJ-Standard-BLEU	9.47529353950703e-232	20231010
103	103	POJ-Standard-BLEU	1.08326778209409e-231	20231010
104	104	POJ-Standard-BLEU	1.00364340574405e-231	20231010
105	105	POJ-Standard-BLEU	0	20231010
106	106	POJ-Standard-BLEU	1.14098512981033e-231	20231010
107	107	POJ-Standard-BLEU	1.38429295884227e-231	20231010
108	108	POJ-Standard-BLEU	1.00036883222882e-231	20231010
109	109	POJ-Standard-BLEU	1.16404698675137e-231	20231010
110	110	POJ-Standard-BLEU	1.28822975391942e-231	20231010
111	111	POJ-Standard-BLEU	1.38429295884227e-231	20231010
112	112	POJ-Standard-BLEU	6.70004431551869e-232	20231010
113	113	POJ-Standard-BLEU	1.08326778209409e-231	20231010
114	114	POJ-Standard-BLEU	0	20231010
115	115	POJ-Standard-BLEU	1.0244914152189e-231	20231010
116	116	POJ-Standard-BLEU	0	20231010
117	117	POJ-Standard-BLEU	8.87582506792215e-232	20231010
118	118	POJ-Standard-BLEU	1.09485518196757e-231	20231010
119	119	POJ-Standard-BLEU	0	20231010
120	120	POJ-Standard-BLEU	7.81350842506186e-232	20231010
121	121	POJ-Standard-BLEU	8.06798322521923e-232	20231010
122	122	POJ-Standard-BLEU	1.09485518196757e-231	20231010
123	123	POJ-Standard-BLEU	8.28572658848275e-232	20231010
124	124	POJ-Standard-BLEU	8.36493737716085e-232	20231010
125	125	POJ-Standard-BLEU	1.21833248023757e-231	20231010
126	126	POJ-Standard-BLEU	8.61491158515835e-232	20231010
127	127	POJ-Standard-BLEU	0	20231010
128	128	POJ-Standard-BLEU	1.08326778209409e-231	20231010
129	129	POJ-Standard-BLEU	5.01976578165218e-232	20231010
130	130	POJ-Standard-BLEU	1.18080016969915e-231	20231010
131	131	POJ-Standard-BLEU	1.0244914152189e-231	20231010
132	132	POJ-Standard-BLEU	0	20231010
133	133	POJ-Standard-BLEU	0	20231010
134	134	POJ-Standard-BLEU	9.08091415002398e-232	20231010
135	135	POJ-Standard-BLEU	9.59450305515263e-232	20231010
136	136	POJ-Standard-BLEU	1.21833248023757e-231	20231010
137	137	POJ-Standard-BLEU	1.10709009965927e-231	20231010
138	138	POJ-Standard-BLEU	1.0244914152189e-231	20231010
139	139	POJ-Standard-BLEU	9.50440384721771e-232	20231010
140	140	POJ-Standard-BLEU	7.56860548237348e-232	20231010
141	141	POJ-Standard-BLEU	1.16404698675137e-231	20231010
142	142	POJ-Standard-BLEU	1.1896457329134e-231	20231010
143	143	POJ-Standard-BLEU	4.40908715619699e-232	20231010
144	1	POJ-Standard-BLEU-1-gram	0.05617977528089890	20231010
145	2	POJ-Standard-BLEU-1-gram	0.07317073170731710	20231010
146	3	POJ-Standard-BLEU-1-gram	0.12500000000000000	20231010
147	4	POJ-Standard-BLEU-1-gram	0.0072463768115942	20231010
148	5	POJ-Standard-BLEU-1-gram	0.08333333333333330	20231010
149	6	POJ-Standard-BLEU-1-gram	0.07547169811320750	20231010
150	7	POJ-Standard-BLEU-1-gram	0.07017543859649120	20231010
151	8	POJ-Standard-BLEU-1-gram	0.029197080291970800	20231010
152	9	POJ-Standard-BLEU-1-gram	0.040540540540540500	20231010
153	10	POJ-Standard-BLEU-1-gram	0.20833333333333300	20231010
154	11	POJ-Standard-BLEU-1-gram	0.02678571428571430	20231010
155	12	POJ-Standard-BLEU-1-gram	0.11428571428571400	20231010
156	13	POJ-Standard-BLEU-1-gram	0.024390243902439000	20231010
157	14	POJ-Standard-BLEU-1-gram	0.06382978723404260	20231010
158	15	POJ-Standard-BLEU-1-gram	0.005847953216374270	20231010
159	16	POJ-Standard-BLEU-1-gram	0.06349206349206350	20231010
160	17	POJ-Standard-BLEU-1-gram	0.25	20231010
161	18	POJ-Standard-BLEU-1-gram	0.05172413793103450	20231010
162	19	POJ-Standard-BLEU-1-gram	0.12500000000000000	20231010
163	20	POJ-Standard-BLEU-1-gram	0.05063291139240510	20231010
164	21	POJ-Standard-BLEU-1-gram	0.0909090909090909	20231010
165	22	POJ-Standard-BLEU-1-gram	0.01168224299065420	20231010
166	23	POJ-Standard-BLEU-1-gram	0.10526315789473700	20231010
167	24	POJ-Standard-BLEU-1-gram	0	20231010
168	25	POJ-Standard-BLEU-1-gram	0.09615384615384620	20231010
169	26	POJ-Standard-BLEU-1-gram	0.21052631578947400	20231010
170	27	POJ-Standard-BLEU-1-gram	0.13157894736842100	20231010
171	28	POJ-Standard-BLEU-1-gram	0.017543859649122800	20231010
172	29	POJ-Standard-BLEU-1-gram	0.11111111111111100	20231010
173	30	POJ-Standard-BLEU-1-gram	0	20231010
174	31	POJ-Standard-BLEU-1-gram	0.0014641288433382100	20231010
175	32	POJ-Standard-BLEU-1-gram	0.16666666666666700	20231010
176	33	POJ-Standard-BLEU-1-gram	0.08333333333333330	20231010
177	34	POJ-Standard-BLEU-1-gram	0.11764705882352900	20231010
178	35	POJ-Standard-BLEU-1-gram	0.13333333333333300	20231010
179	36	POJ-Standard-BLEU-1-gram	0.0757957198250164	20231010
180	37	POJ-Standard-BLEU-1-gram	0.16666666666666700	20231010
181	38	POJ-Standard-BLEU-1-gram	0.09782608695652170	20231010
182	39	POJ-Standard-BLEU-1-gram	0.04545454545454550	20231010
183	40	POJ-Standard-BLEU-1-gram	0	20231010
184	41	POJ-Standard-BLEU-1-gram	0.12500000000000000	20231010
185	42	POJ-Standard-BLEU-1-gram	0.06779661016949150	20231010
186	43	POJ-Standard-BLEU-1-gram	0.15151515151515200	20231010
187	44	POJ-Standard-BLEU-1-gram	0.05952380952380950	20231010
188	45	POJ-Standard-BLEU-1-gram	0	20231010
189	46	POJ-Standard-BLEU-1-gram	0.10526315789473700	20231010
190	47	POJ-Standard-BLEU-1-gram	0.01116071428571430	20231010
191	48	POJ-Standard-BLEU-1-gram	0.0029282576866764300	20231010
192	49	POJ-Standard-BLEU-1-gram	0.05555555555555550	20231010
193	50	POJ-Standard-BLEU-1-gram	0.0030534351145038200	20231010
194	51	POJ-Standard-BLEU-1-gram	0.08571428571428570	20231010
195	52	POJ-Standard-BLEU-1-gram	0.003424657534246580	20231010
196	53	POJ-Standard-BLEU-1-gram	0.13636363636363600	20231010
197	54	POJ-Standard-BLEU-1-gram	0.04807692307692310	20231010
198	55	POJ-Standard-BLEU-1-gram	0.05263157894736840	20231010
199	56	POJ-Standard-BLEU-1-gram	0.004981320049813200	20231010
200	57	POJ-Standard-BLEU-1-gram	0.13636363636363600	20231010
201	58	POJ-Standard-BLEU-1-gram	0.06	20231010
202	59	POJ-Standard-BLEU-1-gram	0.03821656050955410	20231010
203	60	POJ-Standard-BLEU-1-gram	0.14285714285714300	20231010
204	61	POJ-Standard-BLEU-1-gram	0.11904761904761900	20231010
205	62	POJ-Standard-BLEU-1-gram	0.23529411764705900	20231010
206	63	POJ-Standard-BLEU-1-gram	0	20231010
207	64	POJ-Standard-BLEU-1-gram	0.07142857142857140	20231010
208	65	POJ-Standard-BLEU-1-gram	0.0029239766081871400	20231010
209	66	POJ-Standard-BLEU-1-gram	0.12903225806451600	20231010
210	67	POJ-Standard-BLEU-1-gram	0.10256410256410300	20231010
211	68	POJ-Standard-BLEU-1-gram	0.16666666666666700	20231010
212	69	POJ-Standard-BLEU-1-gram	0.10714285714285700	20231010
213	70	POJ-Standard-BLEU-1-gram	0	20231010
214	71	POJ-Standard-BLEU-1-gram	0.006240249609984400	20231010
215	72	POJ-Standard-BLEU-1-gram	0.06976744186046510	20231010
216	73	POJ-Standard-BLEU-1-gram	0.23076923076923100	20231010
217	74	POJ-Standard-BLEU-1-gram	0.07407407407407410	20231010
218	75	POJ-Standard-BLEU-1-gram	0.11111111111111100	20231010
219	76	POJ-Standard-BLEU-1-gram	0.3333333333333330	20231010
220	77	POJ-Standard-BLEU-1-gram	0	20231010
221	78	POJ-Standard-BLEU-1-gram	0.06557377049180330	20231010
222	79	POJ-Standard-BLEU-1-gram	0.16666666666666700	20231010
223	80	POJ-Standard-BLEU-1-gram	0.048780487804878000	20231010
224	81	POJ-Standard-BLEU-1-gram	0.1132075471698110	20231010
225	82	POJ-Standard-BLEU-1-gram	0.0625	20231010
226	83	POJ-Standard-BLEU-1-gram	0.17073170731707300	20231010
227	84	POJ-Standard-BLEU-1-gram	0	20231010
228	85	POJ-Standard-BLEU-1-gram	0.11111111111111100	20231010
229	86	POJ-Standard-BLEU-1-gram	0.06557377049180330	20231010
230	87	POJ-Standard-BLEU-1-gram	0	20231010
231	88	POJ-Standard-BLEU-1-gram	0.03846153846153850	20231010
232	89	POJ-Standard-BLEU-1-gram	0.07894736842105260	20231010
233	90	POJ-Standard-BLEU-1-gram	0.1637461506155960	20231010
234	91	POJ-Standard-BLEU-1-gram	0.017021276595744700	20231010
235	92	POJ-Standard-BLEU-1-gram	0.13406400920712800	20231010
236	93	POJ-Standard-BLEU-1-gram	0.05434782608695650	20231010
237	94	POJ-Standard-BLEU-1-gram	0	20231010
238	95	POJ-Standard-BLEU-1-gram	0.031007751937984500	20231010
239	96	POJ-Standard-BLEU-1-gram	0.10000000000000000	20231010
240	97	POJ-Standard-BLEU-1-gram	0	20231010
241	98	POJ-Standard-BLEU-1-gram	0.12500000000000000	20231010
242	99	POJ-Standard-BLEU-1-gram	0.12903225806451600	20231010
243	100	POJ-Standard-BLEU-1-gram	0.10714285714285700	20231010
244	101	POJ-Standard-BLEU-1-gram	0	20231010
245	102	POJ-Standard-BLEU-1-gram	0.07317073170731710	20231010
246	103	POJ-Standard-BLEU-1-gram	0.12500000000000000	20231010
247	104	POJ-Standard-BLEU-1-gram	0.09210526315789470	20231010
248	105	POJ-Standard-BLEU-1-gram	0	20231010
249	106	POJ-Standard-BLEU-1-gram	0.15384615384615400	20231010
250	107	POJ-Standard-BLEU-1-gram	0.3333333333333330	20231010
251	108	POJ-Standard-BLEU-1-gram	0.0909090909090909	20231010
252	109	POJ-Standard-BLEU-1-gram	0.16666666666666700	20231010
253	110	POJ-Standard-BLEU-1-gram	0.25	20231010
254	111	POJ-Standard-BLEU-1-gram	0.3333333333333330	20231010
255	112	POJ-Standard-BLEU-1-gram	0.018292682926829300	20231010
256	113	POJ-Standard-BLEU-1-gram	0.12500000000000000	20231010
257	114	POJ-Standard-BLEU-1-gram	0	20231010
258	115	POJ-Standard-BLEU-1-gram	0.10000000000000000	20231010
259	116	POJ-Standard-BLEU-1-gram	0	20231010
260	117	POJ-Standard-BLEU-1-gram	0.05633802816901410	20231010
261	118	POJ-Standard-BLEU-1-gram	0.13043478260869600	20231010
262	119	POJ-Standard-BLEU-1-gram	0	20231010
263	120	POJ-Standard-BLEU-1-gram	0.15163266492815800	20231010
264	121	POJ-Standard-BLEU-1-gram	0.03846153846153850	20231010
265	122	POJ-Standard-BLEU-1-gram	0.13043478260869600	20231010
266	123	POJ-Standard-BLEU-1-gram	0.07054014374088450	20231010
267	124	POJ-Standard-BLEU-1-gram	0.04444444444444450	20231010
268	125	POJ-Standard-BLEU-1-gram	0.2	20231010
269	126	POJ-Standard-BLEU-1-gram	0.05000000000000000	20231010
270	127	POJ-Standard-BLEU-1-gram	0	20231010
271	128	POJ-Standard-BLEU-1-gram	0.12500000000000000	20231010
272	129	POJ-Standard-BLEU-1-gram	0.005763688760806920	20231010
273	130	POJ-Standard-BLEU-1-gram	0.17647058823529400	20231010
274	131	POJ-Standard-BLEU-1-gram	0.10000000000000000	20231010
275	132	POJ-Standard-BLEU-1-gram	0	20231010
276	133	POJ-Standard-BLEU-1-gram	0	20231010
277	134	POJ-Standard-BLEU-1-gram	0.06172839506172840	20231010
278	135	POJ-Standard-BLEU-1-gram	0.07692307692307690	20231010
279	136	POJ-Standard-BLEU-1-gram	0.2	20231010
280	137	POJ-Standard-BLEU-1-gram	0.13636363636363600	20231010
281	138	POJ-Standard-BLEU-1-gram	0.10000000000000000	20231010
282	139	POJ-Standard-BLEU-1-gram	0.07407407407407410	20231010
283	140	POJ-Standard-BLEU-1-gram	0.029787234042553200	20231010
284	141	POJ-Standard-BLEU-1-gram	0.16666666666666700	20231010
285	142	POJ-Standard-BLEU-1-gram	0.18181818181818200	20231010
286	143	POJ-Standard-BLEU-1-gram	0.0034305317324185300	20231010
287	1	POJ-Standard-BLEU-2-gram	2.22507385850726e-308	20231010
288	2	POJ-Standard-BLEU-2-gram	2.22507385850726e-308	20231010
289	3	POJ-Standard-BLEU-2-gram	2.22507385850726e-308	20231010
290	4	POJ-Standard-BLEU-2-gram	2.22507385850726e-308	20231010
291	5	POJ-Standard-BLEU-2-gram	2.22507385850726e-308	20231010
292	6	POJ-Standard-BLEU-2-gram	2.22507385850726e-308	20231010
293	7	POJ-Standard-BLEU-2-gram	2.22507385850726e-308	20231010
294	8	POJ-Standard-BLEU-2-gram	2.22507385850726e-308	20231010
295	9	POJ-Standard-BLEU-2-gram	2.22507385850726e-308	20231010
296	10	POJ-Standard-BLEU-2-gram	2.22507385850726e-308	20231010
297	11	POJ-Standard-BLEU-2-gram	2.22507385850726e-308	20231010
298	12	POJ-Standard-BLEU-2-gram	2.22507385850726e-308	20231010
299	13	POJ-Standard-BLEU-2-gram	2.22507385850726e-308	20231010
300	14	POJ-Standard-BLEU-2-gram	2.22507385850726e-308	20231010
301	15	POJ-Standard-BLEU-2-gram	2.22507385850726e-308	20231010
302	16	POJ-Standard-BLEU-2-gram	2.22507385850726e-308	20231010
303	17	POJ-Standard-BLEU-2-gram	2.22507385850726e-308	20231010
304	18	POJ-Standard-BLEU-2-gram	2.22507385850726e-308	20231010
305	19	POJ-Standard-BLEU-2-gram	2.22507385850726e-308	20231010
306	20	POJ-Standard-BLEU-2-gram	2.22507385850726e-308	20231010
307	21	POJ-Standard-BLEU-2-gram	2.22507385850726e-308	20231010
308	22	POJ-Standard-BLEU-2-gram	2.22507385850726e-308	20231010
309	23	POJ-Standard-BLEU-2-gram	2.22507385850726e-308	20231010
310	24	POJ-Standard-BLEU-2-gram	0	20231010
311	25	POJ-Standard-BLEU-2-gram	2.22507385850726e-308	20231010
312	26	POJ-Standard-BLEU-2-gram	2.22507385850726e-308	20231010
313	27	POJ-Standard-BLEU-2-gram	2.22507385850726e-308	20231010
314	28	POJ-Standard-BLEU-2-gram	2.22507385850726e-308	20231010
315	29	POJ-Standard-BLEU-2-gram	2.22507385850726e-308	20231010
316	30	POJ-Standard-BLEU-2-gram	0	20231010
317	31	POJ-Standard-BLEU-2-gram	2.22507385850726e-308	20231010
318	32	POJ-Standard-BLEU-2-gram	2.22507385850726e-308	20231010
319	33	POJ-Standard-BLEU-2-gram	2.22507385850726e-308	20231010
320	34	POJ-Standard-BLEU-2-gram	2.22507385850726e-308	20231010
321	35	POJ-Standard-BLEU-2-gram	2.22507385850726e-308	20231010
322	36	POJ-Standard-BLEU-2-gram	1.85516182246323e-308	20231010
323	37	POJ-Standard-BLEU-2-gram	2.22507385850726e-308	20231010
324	38	POJ-Standard-BLEU-2-gram	2.22507385850726e-308	20231010
325	39	POJ-Standard-BLEU-2-gram	2.22507385850726e-308	20231010
326	40	POJ-Standard-BLEU-2-gram	0	20231010
327	41	POJ-Standard-BLEU-2-gram	2.22507385850726e-308	20231010
328	42	POJ-Standard-BLEU-2-gram	2.22507385850726e-308	20231010
329	43	POJ-Standard-BLEU-2-gram	2.22507385850726e-308	20231010
330	44	POJ-Standard-BLEU-2-gram	2.22507385850726e-308	20231010
331	45	POJ-Standard-BLEU-2-gram	0	20231010
332	46	POJ-Standard-BLEU-2-gram	2.22507385850726e-308	20231010
333	47	POJ-Standard-BLEU-2-gram	2.22507385850726e-308	20231010
334	48	POJ-Standard-BLEU-2-gram	2.22507385850726e-308	20231010
335	49	POJ-Standard-BLEU-2-gram	2.22507385850726e-308	20231010
336	50	POJ-Standard-BLEU-2-gram	2.22507385850726e-308	20231010
337	51	POJ-Standard-BLEU-2-gram	2.22507385850726e-308	20231010
338	52	POJ-Standard-BLEU-2-gram	2.22507385850726e-308	20231010
339	53	POJ-Standard-BLEU-2-gram	2.22507385850726e-308	20231010
340	54	POJ-Standard-BLEU-2-gram	2.22507385850726e-308	20231010
341	55	POJ-Standard-BLEU-2-gram	2.22507385850726e-308	20231010
342	56	POJ-Standard-BLEU-2-gram	2.22507385850726e-308	20231010
343	57	POJ-Standard-BLEU-2-gram	2.22507385850726e-308	20231010
344	58	POJ-Standard-BLEU-2-gram	2.22507385850726e-308	20231010
345	59	POJ-Standard-BLEU-2-gram	2.22507385850726e-308	20231010
346	60	POJ-Standard-BLEU-2-gram	2.22507385850726e-308	20231010
347	61	POJ-Standard-BLEU-2-gram	2.22507385850726e-308	20231010
348	62	POJ-Standard-BLEU-2-gram	2.22507385850726e-308	20231010
349	63	POJ-Standard-BLEU-2-gram	0	20231010
350	64	POJ-Standard-BLEU-2-gram	2.22507385850726e-308	20231010
351	65	POJ-Standard-BLEU-2-gram	2.22507385850726e-308	20231010
352	66	POJ-Standard-BLEU-2-gram	2.22507385850726e-308	20231010
353	67	POJ-Standard-BLEU-2-gram	2.22507385850726e-308	20231010
354	68	POJ-Standard-BLEU-2-gram	2.22507385850726e-308	20231010
355	69	POJ-Standard-BLEU-2-gram	2.22507385850726e-308	20231010
356	70	POJ-Standard-BLEU-2-gram	0	20231010
357	71	POJ-Standard-BLEU-2-gram	2.22507385850726e-308	20231010
358	72	POJ-Standard-BLEU-2-gram	2.22507385850726e-308	20231010
359	73	POJ-Standard-BLEU-2-gram	2.22507385850726e-308	20231010
360	74	POJ-Standard-BLEU-2-gram	2.22507385850726e-308	20231010
361	75	POJ-Standard-BLEU-2-gram	2.22507385850726e-308	20231010
362	76	POJ-Standard-BLEU-2-gram	2.22507385850726e-308	20231010
363	77	POJ-Standard-BLEU-2-gram	0	20231010
364	78	POJ-Standard-BLEU-2-gram	2.22507385850726e-308	20231010
365	79	POJ-Standard-BLEU-2-gram	2.22507385850726e-308	20231010
366	80	POJ-Standard-BLEU-2-gram	2.22507385850726e-308	20231010
367	81	POJ-Standard-BLEU-2-gram	2.22507385850726e-308	20231010
368	82	POJ-Standard-BLEU-2-gram	2.22507385850726e-308	20231010
369	83	POJ-Standard-BLEU-2-gram	2.22507385850726e-308	20231010
370	84	POJ-Standard-BLEU-2-gram	0	20231010
371	85	POJ-Standard-BLEU-2-gram	2.22507385850726e-308	20231010
372	86	POJ-Standard-BLEU-2-gram	2.22507385850726e-308	20231010
373	87	POJ-Standard-BLEU-2-gram	0	20231010
374	88	POJ-Standard-BLEU-2-gram	2.22507385850726e-308	20231010
375	89	POJ-Standard-BLEU-2-gram	2.22507385850726e-308	20231010
376	90	POJ-Standard-BLEU-2-gram	1.82173639582978e-308	20231010
377	91	POJ-Standard-BLEU-2-gram	2.22507385850726e-308	20231010
378	92	POJ-Standard-BLEU-2-gram	1.49151161126729e-308	20231010
379	93	POJ-Standard-BLEU-2-gram	2.22507385850726e-308	20231010
380	94	POJ-Standard-BLEU-2-gram	0	20231010
381	95	POJ-Standard-BLEU-2-gram	2.22507385850726e-308	20231010
382	96	POJ-Standard-BLEU-2-gram	2.22507385850726e-308	20231010
383	97	POJ-Standard-BLEU-2-gram	0	20231010
384	98	POJ-Standard-BLEU-2-gram	2.22507385850726e-308	20231010
385	99	POJ-Standard-BLEU-2-gram	2.22507385850726e-308	20231010
386	100	POJ-Standard-BLEU-2-gram	2.22507385850726e-308	20231010
387	101	POJ-Standard-BLEU-2-gram	0	20231010
388	102	POJ-Standard-BLEU-2-gram	2.22507385850726e-308	20231010
389	103	POJ-Standard-BLEU-2-gram	2.22507385850726e-308	20231010
390	104	POJ-Standard-BLEU-2-gram	2.22507385850726e-308	20231010
391	105	POJ-Standard-BLEU-2-gram	0	20231010
392	106	POJ-Standard-BLEU-2-gram	2.22507385850726e-308	20231010
393	107	POJ-Standard-BLEU-2-gram	2.22507385850726e-308	20231010
394	108	POJ-Standard-BLEU-2-gram	2.22507385850726e-308	20231010
395	109	POJ-Standard-BLEU-2-gram	2.22507385850726e-308	20231010
396	110	POJ-Standard-BLEU-2-gram	2.22507385850726e-308	20231010
397	111	POJ-Standard-BLEU-2-gram	2.22507385850726e-308	20231010
398	112	POJ-Standard-BLEU-2-gram	2.22507385850726e-308	20231010
399	113	POJ-Standard-BLEU-2-gram	2.22507385850726e-308	20231010
400	114	POJ-Standard-BLEU-2-gram	0	20231010
401	115	POJ-Standard-BLEU-2-gram	2.22507385850726e-308	20231010
402	116	POJ-Standard-BLEU-2-gram	0	20231010
403	117	POJ-Standard-BLEU-2-gram	2.22507385850726e-308	20231010
404	118	POJ-Standard-BLEU-2-gram	2.22507385850726e-308	20231010
405	119	POJ-Standard-BLEU-2-gram	0	20231010
406	120	POJ-Standard-BLEU-2-gram	1.34957551530974e-308	20231010
407	121	POJ-Standard-BLEU-2-gram	2.22507385850726e-308	20231010
408	122	POJ-Standard-BLEU-2-gram	2.22507385850726e-308	20231010
409	123	POJ-Standard-BLEU-2-gram	1.88348435775824e-308	20231010
410	124	POJ-Standard-BLEU-2-gram	2.22507385850726e-308	20231010
411	125	POJ-Standard-BLEU-2-gram	2.22507385850726e-308	20231010
412	126	POJ-Standard-BLEU-2-gram	2.22507385850726e-308	20231010
413	127	POJ-Standard-BLEU-2-gram	0	20231010
414	128	POJ-Standard-BLEU-2-gram	2.22507385850726e-308	20231010
415	129	POJ-Standard-BLEU-2-gram	2.22507385850726e-308	20231010
416	130	POJ-Standard-BLEU-2-gram	2.22507385850726e-308	20231010
417	131	POJ-Standard-BLEU-2-gram	2.22507385850726e-308	20231010
