id	evaluator_type	model_id	sample_Id	bleu	1-gram	2-gram	3-gram	4-gram
97	poj	gpt4_en_nan01_poj	97	9.29187981221768e-232	0.3032653298563170	1.34957551530974e-308	1.34957551530974e-308	1.34957551530974e-308
98	poj	gpt4_en_nan01_poj	98	4.30143725995192e-155	0.2995987831630850	0.025641337297741500	2.11099316477976e-308	2.11099316477976e-308
99	poj	gpt4_en_nan01_poj	99	2.00352024879618e-78	0.38235294117647100	0.060606060606060600	0.03125	2.22507385850726e-308
100	poj	gpt4_en_nan01_poj	100	1.2134316300603e-231	0.2270230844841610	2.12160114836625e-308	2.12160114836625e-308	2.12160114836625e-308
101	poj	gpt4_en_nan01_poj	101	1.21833248023757e-231	0.2	2.22507385850726e-308	2.22507385850726e-308	2.22507385850726e-308
102	poj	gpt4_en_nan01_poj	102	4.78154605971778e-155	0.2692307692307690	0.03921568627450980	2.22507385850726e-308	2.22507385850726e-308
103	poj	gpt4_en_nan01_poj	103	0	0	0	0	0
104	poj	gpt4_en_nan01_poj	104	0.14434493841646100	0.37362637362637400	0.14444444444444400	0.10112359550561800	0.07954545454545460
105	poj	gpt4_en_nan01_poj	105	0	0	0	0	0
106	poj	gpt4_en_nan01_poj	106	1.28822975391942e-231	0.25	2.22507385850726e-308	2.22507385850726e-308	2.22507385850726e-308
107	poj	gpt4_en_nan01_poj	107	6.22362950067935e-155	0.3333333333333330	0.0909090909090909	2.22507385850726e-308	2.22507385850726e-308
108	poj	gpt4_en_nan01_poj	108	2.33350522476755e-78	0.34932169060640200	0.11265917905335300	0.03836943054715630	1.96362078815461e-308
109	poj	gpt4_en_nan01_poj	109	9.0736492063129e-155	0.5643211499270760	0.33859268995624600	1.88348435775824e-308	1.88348435775824e-308
110	poj	gpt4_en_nan01_poj	110	2.59642484115723e-78	0.2777777777777780	0.11764705882352900	0.0625	2.22507385850726e-308
111	poj	gpt4_en_nan01_poj	111	0.21401603033753000	0.46153846153846200	0.25	0.18181818181818200	0.10000000000000000
112	poj	gpt4_en_nan01_poj	112	7.19583008488371e-155	0.5515605641153720	0.12607098608351400	1.96362078815461e-308	1.96362078815461e-308
113	poj	gpt4_en_nan01_poj	113	4.92722499497793e-155	0.32142857142857100	0.037037037037037000	2.22507385850726e-308	2.22507385850726e-308
114	poj	gpt4_en_nan01_poj	114	0	0	0	0	0
115	poj	gpt4_en_nan01_poj	115	1.16404698675137e-231	0.16666666666666700	2.22507385850726e-308	2.22507385850726e-308	2.22507385850726e-308
116	poj	gpt4_en_nan01_poj	116	5.16789812997635e-155	0.2833333333333330	0.05084745762711870	2.22507385850726e-308	2.22507385850726e-308
117	poj	gpt4_en_nan01_poj	117	1.13670347944558e-78	0.1917808219178080	0.02777777777777780	0.014084507042253500	2.22507385850726e-308
118	poj	gpt4_en_nan01_poj	118	6.0278772346206e-155	0.32	0.08333333333333330	2.22507385850726e-308	2.22507385850726e-308
119	poj	gpt4_en_nan01_poj	119	1.38429295884227e-231	0.3333333333333330	2.22507385850726e-308	2.22507385850726e-308	2.22507385850726e-308
120	poj	gpt4_en_nan01_poj	120	9.91889248017317e-232	0.23884377019126300	1.59433508795969e-308	1.59433508795969e-308	1.59433508795969e-308
121	poj	gpt4_en_nan01_poj	121	3.13073567891701e-155	0.24888122559885700	0.018020754104026800	1.4635590736622e-308	1.4635590736622e-308
122	poj	gpt4_en_nan01_poj	122	1.19511551266986e-231	0.18518518518518500	2.22507385850726e-308	2.22507385850726e-308	2.22507385850726e-308
123	poj	gpt4_en_nan01_poj	123	1.16404698675137e-231	0.16666666666666700	2.22507385850726e-308	2.22507385850726e-308	2.22507385850726e-308
124	poj	gpt4_en_nan01_poj	124	0.08341718461037110	0.24817518248175200	0.07352941176470590	0.05925925925925930	0.044776119402985100
125	poj	gpt4_en_nan01_poj	125	8.38826642100846e-155	0.4	0.25	2.22507385850726e-308	2.22507385850726e-308
126	poj	gpt4_en_nan01_poj	126	1.25474060657412e-231	0.225	2.22507385850726e-308	2.22507385850726e-308	2.22507385850726e-308
127	poj	gpt4_en_nan01_poj	127	1.53197198911924e-231	0.5	2.22507385850726e-308	2.22507385850726e-308	2.22507385850726e-308
128	poj	gpt4_en_nan01_poj	128	4.64333393483818e-155	0.25469532115737200	0.04000022672022820	2.13608301142905e-308	2.13608301142905e-308
129	poj	gpt4_en_nan01_poj	129	4.05158754279434e-155	0.28301886792452800	0.019230769230769200	2.22507385850726e-308	2.22507385850726e-308
130	poj	gpt4_en_nan01_poj	130	1.00036883222882e-231	0.0909090909090909	2.22507385850726e-308	2.22507385850726e-308	2.22507385850726e-308
131	poj	gpt4_en_nan01_poj	131	5.47748936900135e-155	0.18181818181818200	0.10000000000000000	2.22507385850726e-308	2.22507385850726e-308
132	poj	gpt4_en_nan01_poj	132	1.09190008030631e-231	0.12903225806451600	2.22507385850726e-308	2.22507385850726e-308	2.22507385850726e-308
133	poj	gpt4_en_nan01_poj	133	5.64209246390397e-155	0.3684210526315790	0.05555555555555550	2.22507385850726e-308	2.22507385850726e-308
134	poj	gpt4_en_nan01_poj	134	3.28134705077654e-155	0.3321356280745700	0.011623892284647800	1.73288926339717e-308	1.73288926339717e-308
135	poj	gpt4_en_nan01_poj	135	1.28822975391942e-231	0.25	2.22507385850726e-308	2.22507385850726e-308	2.22507385850726e-308
136	poj	gpt4_en_nan01_poj	136	1.26885235785086e-231	0.23529411764705900	2.22507385850726e-308	2.22507385850726e-308	2.22507385850726e-308
137	poj	gpt4_en_nan01_poj	137	4.14238055164019e-155	0.29160157785424600	0.0212814816135863	2.17823194679992e-308	2.17823194679992e-308
138	poj	gpt4_en_nan01_poj	138	1.3483065280626e-231	0.3	2.22507385850726e-308	2.22507385850726e-308	2.22507385850726e-308
139	poj	gpt4_en_nan01_poj	139	1.31064215271269e-231	0.26785714285714300	2.22507385850726e-308	2.22507385850726e-308	2.22507385850726e-308
140	poj	gpt4_en_nan01_poj	140	1.36213712250359e-231	0.3125	2.22507385850726e-308	2.22507385850726e-308	2.22507385850726e-308
141	poj	gpt4_en_nan01_poj	141	2.05257406232055e-78	0.25925925925925900	0.07692307692307690	0.04000000000000000	2.22507385850726e-308
142	poj	gpt4_en_nan01_poj	142	1.28822975391942e-231	0.25	2.22507385850726e-308	2.22507385850726e-308	2.22507385850726e-308
143	poj	gpt4_en_nan01_poj	143	1.21833248023757e-231	0.2	2.22507385850726e-308	2.22507385850726e-308	2.22507385850726e-308
144	poj	gpt3.5_en_nan01_poj	1	1.16730309404076e-231	0.16853932584269700	2.22507385850726e-308	2.22507385850726e-308	2.22507385850726e-308
145	poj	gpt3.5_en_nan01_poj	2	4.05996118033674e-155	0.21951219512195100	0.025	2.22507385850726e-308	2.22507385850726e-308
146	poj	gpt3.5_en_nan01_poj	3	1.93897793772327e-78	0.3754479607172040	0.09585905380013730	0.019588589254810700	2.00495866229211e-308
147	poj	gpt3.5_en_nan01_poj	4	6.03949657566224e-232	0.012077294685990300	2.22507385850726e-308	2.22507385850726e-308	2.22507385850726e-308
148	poj	gpt3.5_en_nan01_poj	5	1.00014000523654e-231	0.21788010425720900	1.66216911178818e-308	1.66216911178818e-308	1.66216911178818e-308
149	poj	gpt3.5_en_nan01_poj	6	4.55302483845671e-155	0.26744389150375200	0.03634493910179190	2.10262452099533e-308	2.10262452099533e-308
150	poj	gpt3.5_en_nan01_poj	7	0.062294725228727200	0.35330059730333600	0.08990238413522390	0.030512324312560800	0.015538683677693000
151	poj	gpt3.5_en_nan01_poj	8	4.29447263042182e-155	0.23357664233576600	0.02941176470588240	2.22507385850726e-308	2.22507385850726e-308
152	poj	gpt3.5_en_nan01_poj	9	4.90194809225593e-155	0.28378378378378400	0.04109589041095890	2.22507385850726e-308	2.22507385850726e-308
153	poj	gpt3.5_en_nan01_poj	10	1.28420518696993e-231	0.27976359165683200	2.13426738636932e-308	2.13426738636932e-308	2.13426738636932e-308
154	poj	gpt3.5_en_nan01_poj	11	1.19883286863729e-231	0.1875	2.22507385850726e-308	2.22507385850726e-308	2.22507385850726e-308
155	poj	gpt3.5_en_nan01_poj	12	1.95913435110187e-78	0.37142857142857100	0.0588235294117647	0.030303030303030300	2.22507385850726e-308
156	poj	gpt3.5_en_nan01_poj	13	1.09411265513706e-231	0.13008130081300800	2.22507385850726e-308	2.22507385850726e-308	2.22507385850726e-308
157	poj	gpt3.5_en_nan01_poj	14	1.23950639786578e-231	0.25949235651246700	2.08748569008014e-308	2.08748569008014e-308	2.08748569008014e-308
158	poj	gpt3.5_en_nan01_poj	15	2.81727959942747e-79	0.037037037037037000	0.003906250000000000	0.0019569471624266100	2.22507385850726e-308
159	poj	gpt3.5_en_nan01_poj	16	1.19377928160425e-231	0.24532792903022400	2.02294023433843e-308	2.02294023433843e-308	2.02294023433843e-308
160	poj	gpt3.5_en_nan01_poj	17	4.69820206053948e-155	0.25907159943137500	0.05526860787869340	1.84465101880454e-308	1.84465101880454e-308
161	poj	gpt3.5_en_nan01_poj	18	0.14055185282379300	0.4133705328937560	0.16524461152018600	0.09174294990244080	0.06227400235802040
162	poj	gpt3.5_en_nan01_poj	19	1.19883286863729e-231	0.1875	2.22507385850726e-308	2.22507385850726e-308	2.22507385850726e-308
163	poj	gpt3.5_en_nan01_poj	20	5.21421277155355e-155	0.2911392405063290	0.05128205128205130	2.22507385850726e-308	2.22507385850726e-308
164	poj	gpt3.5_en_nan01_poj	21	4.03342367218284e-155	0.27773828647809400	0.029777009271530600	1.7889132126945e-308	1.7889132126945e-308
165	poj	gpt3.5_en_nan01_poj	22	1.54439763670742e-155	0.049065420560747700	0.0023419203747072600	2.22507385850726e-308	2.22507385850726e-308
166	poj	gpt3.5_en_nan01_poj	23	1.1288021949699e-231	0.2771592251084620	1.8026607972656e-308	1.8026607972656e-308	1.8026607972656e-308
167	poj	gpt3.5_en_nan01_poj	24	0	0	0	0	0
168	poj	gpt3.5_en_nan01_poj	25	1.44525194937041e-78	0.25	0.03921568627450980	0.02	2.22507385850726e-308
169	poj	gpt3.5_en_nan01_poj	26	1.22925653930445e-231	0.28423819776387100	2.00276144753976e-308	2.00276144753976e-308	2.00276144753976e-308
170	poj	gpt3.5_en_nan01_poj	27	4.33187469421641e-155	0.2631578947368420	0.02702702702702700	2.22507385850726e-308	2.22507385850726e-308
171	poj	gpt3.5_en_nan01_poj	28	7.88491668111886e-232	0.03508771929824560	2.22507385850726e-308	2.22507385850726e-308	2.22507385850726e-308
172	poj	gpt3.5_en_nan01_poj	29	2.34865722406409e-78	0.2962962962962960	0.1153846153846150	0.04000000000000000	2.22507385850726e-308
173	poj	gpt3.5_en_nan01_poj	30	0	0	0	0	0
174	poj	gpt3.5_en_nan01_poj	31	3.56371649835271e-232	0.0014641288433382100	2.22507385850726e-308	2.22507385850726e-308	2.22507385850726e-308
175	poj	gpt3.5_en_nan01_poj	32	5.79173985458328e-155	0.25	0.0909090909090909	2.22507385850726e-308	2.22507385850726e-308
176	poj	gpt3.5_en_nan01_poj	33	5.79173985458328e-155	0.25	0.0909090909090909	2.22507385850726e-308	2.22507385850726e-308
177	poj	gpt3.5_en_nan01_poj	34	4.83404070852666e-155	0.17647058823529400	0.0625	2.22507385850726e-308	2.22507385850726e-308
178	poj	gpt3.5_en_nan01_poj	35	5.15700681943508e-155	0.2	0.07142857142857140	2.22507385850726e-308	2.22507385850726e-308
179	poj	gpt3.5_en_nan01_poj	36	6.51386932996809e-155	0.36363636363636400	0.10000000000000000	2.22507385850726e-308	2.22507385850726e-308
180	poj	gpt3.5_en_nan01_poj	37	5.79173985458328e-155	0.25	0.0909090909090909	2.22507385850726e-308	2.22507385850726e-308
181	poj	gpt3.5_en_nan01_poj	38	0.10518260026754200	0.41304347826087000	0.09890109890109890	0.06666666666666670	0.0449438202247191
182	poj	gpt3.5_en_nan01_poj	39	4.15299293631574e-155	0.26136363636363600	0.02298850574712640	2.22507385850726e-308	2.22507385850726e-308
183	poj	gpt3.5_en_nan01_poj	40	0	0	0	0	0
184	poj	gpt3.5_en_nan01_poj	41	1.08326778209409e-231	0.12500000000000000	2.22507385850726e-308	2.22507385850726e-308	2.22507385850726e-308
185	poj	gpt3.5_en_nan01_poj	42	1.27153210320405e-231	0.23728813559322000	2.22507385850726e-308	2.22507385850726e-308	2.22507385850726e-308
186	poj	gpt3.5_en_nan01_poj	43	1.23638676817726e-231	0.2121212121212120	2.22507385850726e-308	2.22507385850726e-308	2.22507385850726e-308
187	poj	gpt3.5_en_nan01_poj	44	4.00873662674738e-155	0.23249325872672500	0.02352943823258420	2.1727216235424e-308	2.1727216235424e-308
188	poj	gpt3.5_en_nan01_poj	45	0	0	0	0	0
189	poj	gpt3.5_en_nan01_poj	46	4.5338922744104e-155	0.3157894736842110	0.02702702702702700	2.22507385850726e-308	2.22507385850726e-308
190	poj	gpt3.5_en_nan01_poj	47	8.66995356465242e-79	0.06026785714285710	0.03131991051454140	0.01345291479820630	2.22507385850726e-308
191	poj	gpt3.5_en_nan01_poj	48	9.60270180602874e-156	0.011713030746705700	0.0014662756598240500	2.22507385850726e-308	2.22507385850726e-308
192	poj	gpt3.5_en_nan01_poj	49	1.32261272982515e-231	0.2777777777777780	2.22507385850726e-308	2.22507385850726e-308	2.22507385850726e-308
193	poj	gpt3.5_en_nan01_poj	50	6.23747224174027e-232	0.013740458015267200	2.22507385850726e-308	2.22507385850726e-308	2.22507385850726e-308
194	poj	gpt3.5_en_nan01_poj	51	1.25969036975368e-231	0.22857142857142900	2.22507385850726e-308	2.22507385850726e-308	2.22507385850726e-308
195	poj	gpt3.5_en_nan01_poj	52	6.23271987848791e-232	0.013698630136986300	2.22507385850726e-308	2.22507385850726e-308	2.22507385850726e-308
196	poj	gpt3.5_en_nan01_poj	53	1.10709009965927e-231	0.13636363636363600	2.22507385850726e-308	2.22507385850726e-308	2.22507385850726e-308
197	poj	gpt3.5_en_nan01_poj	54	1.17508184103498e-231	0.17307692307692300	2.22507385850726e-308	2.22507385850726e-308	2.22507385850726e-308
198	poj	gpt3.5_en_nan01_poj	55	1.07848502608555e-231	0.12280701754386000	2.22507385850726e-308	2.22507385850726e-308	2.22507385850726e-308
199	poj	gpt3.5_en_nan01_poj	56	1.23233859740538e-155	0.018679950186799500	0.0024937655860349100	2.22507385850726e-308	2.22507385850726e-308
200	poj	gpt3.5_en_nan01_poj	57	1.10709009965927e-231	0.13636363636363600	2.22507385850726e-308	2.22507385850726e-308	2.22507385850726e-308
201	poj	gpt3.5_en_nan01_poj	58	0.1346262241041010	0.4300003849423340	0.1809765929891980	0.09141164645882940	0.0461770172833262
202	poj	gpt3.5_en_nan01_poj	59	0.07208451472423220	0.2611464968152870	0.07051282051282050	0.04516129032258060	0.03246753246753250
203	poj	gpt3.5_en_nan01_poj	60	0.21992062963866600	0.6666666666666670	0.4	0.15789473684210500	0.05555555555555550
204	poj	gpt3.5_en_nan01_poj	61	0.39133230502722600	0.5952380952380950	0.43902439024390200	0.3500000000000000	0.2564102564102560
